id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
ArtPepper_Stardust-1_FINAL.sv;chorus;1;3.57;3.0;4.13;0.09;0.05;0.04;0.01;0.04;0.05;0.0;0.02;0.18;0.12;0.09;0.16;0.02;0.14;0.87;3.0;3.33;3.45;6.05;3.53;0.1;0.02;0.16;0.6;0.36;0.0;0.73;0.0;0.09;0.77;0.13;0.41;1.0;1.14;3.36;2.13;0.0;1.0;4.95;0.01;0.06;0.27;0.03;0.0;0.16;0.26;0.15;0.06;0.75;0.86;0.94;0.21;7.98;2.02;Art Pepper;Stardust;Stardust-1;COOL;BALLAD;as;60.7;FUNCTIONAL;1979;6.3;3.14;0.06;3.07;-8;16;8;2.63;3.52;3.02;0.0;0.09;0.1;0.18;0.1;0.14;0.4;0.3;0.07;0.88;0.76;0.63;1.63;1.25;1.0;1.42;1.0;1.69;1.0;1.17;1.73;2.56;1.04;0.0;0.95;39.49;0.91;0.509803921569;0.164269723637;0.277559055118;0.0509803921569;2.33;0.48;0.48;0.03;0.74;3.68;3.77;0.0;1.0;0.93;0.9;5.0;4.23;27;63.0;5.65;0.52;3.0;3.36;4.79;0.76;0.76
ArtPepper_Stardust-1_FINAL.sv;chorus;2;3.33;3.6;3.5;0.13;0.02;0.04;0.02;0.01;0.06;0.0;0.02;0.18;0.13;0.09;0.18;0.02;0.1;0.85;3.0;3.4;3.21;6.1;3.09;0.03;0.01;0.12;0.46;0.44;0.0;0.81;0.0;0.07;0.79;0.12;0.41;1.0;1.18;5.41;3.13;0.0;1.1;5.15;0.02;0.06;0.27;0.04;0.02;0.12;0.27;0.14;0.07;0.77;0.95;0.94;0.24;10.26;2.59;Art Pepper;Stardust;Stardust-1;COOL;BALLAD;as;60.7;FUNCTIONAL;1979;6.52;3.22;0.06;3.43;-12;21;12;2.8;3.61;2.67;0.0;0.09;0.07;0.14;0.09;0.09;0.39;0.38;0.05;0.82;0.67;0.7;1.7;1.35;1.07;1.64;1.06;2.24;1.04;1.16;2.2;3.47;1.12;0.0;0.95;36.3;0.79;0.477203647416;0.130279764994;0.224085365854;0.0364741641337;2.38;0.49;0.47;0.04;0.76;3.71;3.72;0.0;1.05;0.91;0.89;4.5;4.27;33;67.0;5.96;0.49;3.11;3.55;4.42;0.62;0.62
ArtPepper_Stardust-1_FINAL.sv;chorus;3;0.0;2.0;2.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.4;0.0;0.0;0.5;0.0;0.0;0.0;2.0;0.81;0.0;0.0;0.2;0.72;0.0;0.0;0.8;0.0;0.0;0.72;0.2;0.8;0.0;1.0;4.0;2.5;0.0;0.0;1.58;0.0;0.25;0.25;0.25;0.0;0.25;0.0;0.0;0.0;0.58;0.12;0.94;0.05;14.62;3.81;Art Pepper;Stardust;Stardust-1;COOL;BALLAD;as;60.7;FUNCTIONAL;1979;1.58;0.0;0.0;2.86;-5;7;5;2.75;2.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;0.0;4.0;4.0;0.42;7.21;0.1;0.0;0.125;0.25;0.0;1.58;0.25;0.5;0.25;0.95;2.0;0.0;2.0;0.5;0.54;0.79;4.0;1.92;9;68.0;3.66;0.2;2.0;0.0;2.0;0.35;0.35
ArtPepper_Stardust-2_FINAL.sv;chorus;1;3.18;3.33;3.57;0.08;0.02;0.01;0.04;0.02;0.07;0.0;0.0;0.23;0.09;0.06;0.21;0.02;0.14;0.81;3.0;3.15;3.28;5.7;2.82;0.02;0.0;0.11;0.35;0.53;0.0;0.86;0.0;0.03;0.71;0.08;0.36;1.0;1.17;7.21;4.08;0.0;1.0;4.91;0.01;0.05;0.27;0.05;0.01;0.12;0.3;0.14;0.05;0.74;0.96;0.94;0.24;12.5;3.14;Art Pepper;Stardust;Stardust-2;COOL;BALLAD;as;60.2;FUNCTIONAL;1979;6.2;3.14;0.03;3.07;-12;24;12;2.56;3.41;2.3;0.0;0.06;0.04;0.14;0.06;0.1;0.34;0.46;0.03;0.77;0.5;0.75;1.73;1.25;1.02;1.71;1.03;2.27;1.0;1.13;2.56;4.37;1.02;1.0;0.97;46.45;0.88;0.481848184818;0.105990086894;0.189977973568;0.02200220022;2.45;0.47;0.48;0.05;0.78;3.55;3.79;4.4;0.98;0.87;0.99;4.37;3.97;38;66.0;5.41;0.48;3.05;3.34;4.64;0.59;0.59
BennyCarter_IGotItBad_FINAL.sv;chorus;1;3.38;3.28;3.6;0.13;0.03;0.05;0.03;0.06;0.06;0.0;0.02;0.12;0.1;0.06;0.17;0.04;0.12;0.91;3.3;3.67;3.67;6.45;2.56;0.02;0.01;0.18;0.41;0.25;0.01;0.78;0.0;0.03;0.57;0.07;0.65;1.0;1.52;5.86;3.44;1.0;1.07;5.0;0.02;0.09;0.29;0.01;0.02;0.15;0.22;0.15;0.05;0.76;0.82;0.97;0.16;11.38;3.22;Benny Carter;I Got It Bad;I Got It Bad-1;SWING;SWING;as;68.2;FUNCTIONAL;1952;6.72;3.41;0.13;3.68;-15;27;15;2.98;3.67;2.27;0.01;0.04;0.04;0.21;0.02;0.05;0.66;0.23;0.03;0.61;0.5;0.72;3.41;1.37;1.0;2.35;1.0;1.77;1.0;1.29;2.56;4.19;1.1;1.0;0.96;17.65;0.98;0.483870967742;0.102771503768;0.192998204668;0.0125448028674;2.03;0.53;0.47;0.01;0.66;4.4;4.35;0.0;1.12;0.94;0.91;7.76;4.16;28;63.0;5.15;0.37;3.59;3.73;4.41;0.5;0.5
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;chorus;1;3.0;3.0;3.1;0.13;0.04;0.02;0.05;0.05;0.05;0.01;0.05;0.14;0.11;0.11;0.15;0.03;0.09;0.92;3.0;3.2;3.2;5.82;2.2;0.0;0.0;0.47;0.71;0.55;0.0;0.51;0.0;0.02;0.71;0.02;0.43;0.0;2.58;2.83;2.61;0.0;1.0;4.79;0.02;0.06;0.25;0.01;0.02;0.13;0.27;0.18;0.06;0.75;0.82;0.74;0.18;8.32;4.32;Benny Carter;It's a Wonderful World;It's a Wonderful World-1;SWING;SWING;as;124.2;FUNCTIONAL;1986;5.95;3.13;0.13;3.47;-12;20;12;2.85;3.57;3.11;0.0;0.07;0.07;0.46;0.11;0.09;0.47;0.37;0.0;0.81;0.83;0.36;2.0;2.03;1.0;1.83;0.0;2.13;1.0;1.33;1.86;1.96;1.88;0.0;0.84;0.23;0.97;0.248120300752;0.149393369788;0.238636363636;0.0601503759398;2.1;0.51;0.48;0.01;0.67;4.27;3.81;2.0;1.05;0.94;0.93;6.8;4.22;24;65.0;5.8;0.5;3.38;3.43;3.79;0.4;0.4
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;chorus;2;3.67;3.17;3.33;0.1;0.06;0.01;0.03;0.05;0.03;0.01;0.03;0.2;0.1;0.09;0.13;0.04;0.1;0.91;0.0;4.5;4.71;5.77;2.1;0.0;0.0;0.44;0.71;0.58;0.0;0.54;0.0;0.02;0.69;0.02;0.4;0.0;2.86;3.5;3.04;0.0;1.0;4.89;0.08;0.1;0.11;0.01;0.01;0.15;0.36;0.12;0.06;0.77;0.84;0.7;0.19;8.99;4.65;Benny Carter;It's a Wonderful World;It's a Wonderful World-1;SWING;SWING;as;124.2;FUNCTIONAL;1986;6.0;4.5;0.15;4.13;-9;21;12;3.3;3.68;2.7;0.0;0.03;0.03;0.6;0.11;0.09;0.62;0.26;0.0;0.7;0.72;0.27;3.03;3.04;1.0;2.33;0.0;2.06;1.0;1.3;2.41;2.11;1.67;0.0;0.87;39.65;0.95;0.398601398601;0.16527134837;0.267605633803;0.0629370629371;2.01;0.37;0.62;0.01;0.64;3.82;4.57;2.0;0.6;0.93;0.84;8.83;4.5;34;66.0;7.07;0.45;3.0;4.08;4.0;0.37;0.37
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;chorus;3;3.22;4.0;4.31;0.14;0.03;0.02;0.03;0.01;0.06;0.01;0.01;0.13;0.06;0.09;0.14;0.12;0.14;0.89;3.0;5.0;3.4;5.96;1.64;0.0;0.0;0.26;0.56;0.77;0.0;0.73;0.0;0.01;0.52;0.01;0.23;0.0;1.65;4.42;3.02;0.0;1.0;5.23;0.04;0.12;0.17;0.02;0.03;0.18;0.15;0.23;0.07;0.82;0.85;0.65;0.19;9.13;4.75;Benny Carter;It's a Wonderful World;It's a Wonderful World-1;SWING;SWING;as;124.2;FUNCTIONAL;1986;6.35;4.0;0.04;4.37;-12;24;12;3.65;3.91;2.91;0.0;0.04;0.04;0.5;0.09;0.08;0.47;0.42;0.0;0.76;0.77;0.37;2.58;2.57;1.0;2.29;0.0;2.73;1.0;1.22;2.09;2.21;1.18;0.0;0.87;5.88;0.98;0.372413793103;0.182076149425;0.302083333333;0.0620689655172;2.23;0.51;0.47;0.02;0.71;3.67;4.0;0.0;1.07;0.93;0.84;6.89;4.34;31;63.0;6.4;0.48;3.33;3.75;3.9;0.45;0.45
BennyCarter_It'sAWonderfulWorld-1_FINAL.sv;chorus;4;3.22;4.0;4.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.26;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.5;0.0;0.5;1.0;0.5;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.0;0.85;0.65;0.19;4.7;2.41;Benny Carter;It's a Wonderful World;It's a Wonderful World-1;SWING;SWING;as;124.2;FUNCTIONAL;1986;0.0;0.0;0.0;0.0;-4;0;0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.18;6.0;0.03;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.0;3.67;4.0;0.0;0.0;0.28;0.5;2.0;1.0;4;62.0;2.0;0.0;0.0;0.0;0.0;1.44;1.44
BennyCarter_It'sAWonderfulWorld-2_FINAL.sv;chorus;1;3.0;3.0;3.33;0.17;0.02;0.02;0.03;0.02;0.08;0.0;0.01;0.17;0.11;0.13;0.15;0.04;0.06;0.86;3.0;3.0;3.0;5.78;2.16;0.0;0.0;0.43;0.75;0.62;0.0;0.54;0.0;0.04;0.7;0.03;0.35;0.0;1.8;2.52;2.08;0.0;1.25;4.86;0.06;0.15;0.29;0.05;0.01;0.09;0.18;0.16;0.02;0.78;0.9;0.76;0.22;7.99;4.22;Benny Carter;It's a Wonderful World;It's a Wonderful World-2;SWING;SWING;as;127.2;FUNCTIONAL;1986;5.9;3.0;0.03;4.01;-12;24;12;3.18;3.66;2.99;0.0;0.02;0.02;0.56;0.16;0.14;0.56;0.29;0.0;0.74;0.76;0.26;2.69;2.8;1.0;1.91;0.0;1.5;1.0;1.29;1.94;1.5;1.33;0.0;0.87;18.39;0.91;0.377952755906;0.168525809274;0.305555555556;0.0314960629921;2.38;0.52;0.43;0.05;0.77;3.47;3.54;3.0;1.22;0.87;0.8;7.22;3.8;22;66.0;5.06;0.52;3.4;3.67;3.73;0.44;0.44
BennyCarter_It'sAWonderfulWorld-2_FINAL.sv;chorus;2;3.0;3.5;3.36;0.12;0.04;0.02;0.04;0.02;0.08;0.0;0.02;0.16;0.1;0.11;0.16;0.03;0.08;0.9;3.0;3.0;3.0;5.8;2.12;0.02;0.01;0.39;0.53;0.65;0.0;0.57;0.01;0.02;0.58;0.02;0.31;1.0;2.61;4.12;3.05;1.0;1.0;5.21;0.02;0.11;0.22;0.02;0.03;0.17;0.16;0.19;0.07;0.82;0.89;0.76;0.21;7.71;4.09;Benny Carter;It's a Wonderful World;It's a Wonderful World-2;SWING;SWING;as;127.2;FUNCTIONAL;1986;6.19;3.0;0.03;4.0;-10;22;12;3.34;3.8;3.13;0.0;0.06;0.06;0.53;0.12;0.1;0.53;0.31;0.0;0.79;0.8;0.3;2.46;2.21;1.0;1.92;0.0;2.0;1.0;1.09;1.75;1.8;1.08;0.0;0.88;38.68;0.88;0.44262295082;0.183647202276;0.309917355372;0.0573770491803;2.28;0.51;0.46;0.02;0.72;4.0;4.17;0.0;1.11;0.87;0.77;6.2;4.11;31;67.0;6.39;0.46;3.17;3.67;4.0;0.48;0.48
BennyCarter_JustFriends_FINAL.sv;chorus;1;3.78;3.71;3.94;0.11;0.04;0.03;0.02;0.04;0.07;0.0;0.01;0.17;0.12;0.09;0.13;0.05;0.11;0.9;3.75;3.67;3.47;6.08;1.48;0.0;0.0;0.73;0.49;0.8;0.0;0.23;0.0;0.03;0.47;0.0;0.19;1.0;5.12;1.69;3.19;0.0;1.0;4.67;0.03;0.05;0.3;0.02;0.0;0.22;0.21;0.14;0.04;0.73;0.87;0.76;0.17;7.22;6.14;Benny Carter;Just Friends;Just Friends-1;SWING;SWING;as;204.9;FUNCTIONAL;1986;6.0;3.7;0.12;3.25;-7;18;11;2.68;3.5;2.71;0.0;0.0;0.03;0.64;0.18;0.03;0.55;0.41;0.0;0.59;0.71;0.15;2.14;4.08;1.0;1.8;0.0;1.56;1.0;1.17;2.52;1.7;1.46;0.0;0.81;35.21;0.98;0.330434782609;0.164723751661;0.272925764192;0.0565217391304;2.21;0.51;0.48;0.02;0.7;4.26;4.85;0.0;1.06;0.93;0.83;9.67;4.22;26;65.0;5.65;0.44;3.64;3.85;5.0;0.39;0.39
BennyCarter_JustFriends_FINAL.sv;chorus;2;3.43;3.25;3.59;0.11;0.03;0.01;0.03;0.07;0.08;0.0;0.01;0.14;0.14;0.14;0.14;0.02;0.07;0.88;3.5;3.67;3.57;5.99;1.92;0.0;0.0;0.75;0.65;0.68;0.0;0.18;0.0;0.07;0.62;0.01;0.31;0.0;4.5;1.43;2.8;0.0;1.09;5.02;0.01;0.07;0.27;0.03;0.03;0.21;0.13;0.16;0.08;0.79;1.0;0.71;0.2;5.26;4.49;Benny Carter;Just Friends;Just Friends-1;SWING;SWING;as;204.9;FUNCTIONAL;1986;6.14;3.6;0.08;3.63;-12;23;12;2.99;3.64;3.0;0.01;0.05;0.06;0.53;0.32;0.04;0.67;0.25;0.0;0.63;0.68;0.08;3.5;3.07;1.0;2.26;0.0;1.46;1.0;1.0;2.26;1.3;2.25;1.0;0.75;10.58;0.92;0.416666666667;0.252352437981;0.290419161677;0.214285714286;2.3;0.53;0.44;0.03;0.73;4.43;3.84;0.0;1.19;0.91;0.95;6.5;4.36;32;64.0;6.46;0.42;4.25;4.25;4.77;0.37;0.37
BennyCarter_JustFriends_FINAL.sv;chorus;3;3.5;3.33;3.58;0.1;0.04;0.03;0.05;0.02;0.04;0.01;0.0;0.13;0.18;0.07;0.17;0.05;0.11;0.88;3.0;3.75;3.36;6.04;2.13;0.01;0.01;0.67;0.64;0.61;0.0;0.21;0.0;0.1;0.56;0.02;0.36;1.0;3.53;2.0;2.58;0.0;1.31;5.12;0.04;0.07;0.26;0.01;0.02;0.22;0.21;0.11;0.06;0.78;0.89;0.76;0.19;5.28;4.52;Benny Carter;Just Friends;Just Friends-1;SWING;SWING;as;204.9;FUNCTIONAL;1986;6.22;3.5;0.09;3.92;-12;25;13;3.13;3.64;3.26;0.01;0.04;0.05;0.44;0.37;0.04;0.64;0.28;0.0;0.65;0.75;0.13;3.24;2.43;1.0;2.32;0.0;1.84;1.13;1.0;2.09;1.83;2.18;1.0;0.77;19.97;0.93;0.369047619048;0.249411890505;0.302395209581;0.196428571429;2.08;0.47;0.52;0.01;0.66;3.82;3.92;2.0;0.91;0.94;0.9;8.11;4.16;24;64.0;5.34;0.45;4.17;4.2;4.18;0.39;0.39
BennyCarter_LongAgoAndFarAway-1_FINAL.sv;chorus;1;3.92;3.33;3.76;0.11;0.01;0.05;0.01;0.02;0.06;0.0;0.01;0.17;0.15;0.05;0.17;0.02;0.15;0.84;3.17;3.33;3.15;6.04;2.09;0.0;0.0;0.73;0.65;0.54;0.0;0.22;0.0;0.05;0.67;0.01;0.45;0.0;7.27;2.82;4.87;0.0;1.83;4.75;0.01;0.05;0.2;0.03;0.01;0.16;0.28;0.21;0.05;0.76;0.88;0.87;0.17;6.8;5.24;Benny Carter;Long Ago and Far Away;Long Ago and Far Away-1;SWING;SWING;as;185.0;FUNCTIONAL;1952;6.01;3.22;0.09;3.31;-9;19;10;2.76;3.53;2.48;0.0;0.04;0.05;0.68;0.1;0.04;0.56;0.36;0.0;0.68;0.67;0.17;2.67;4.03;1.0;2.32;0.0;2.44;1.0;1.14;2.83;2.38;1.5;0.0;0.82;32.43;0.98;0.337899543379;0.16494910142;0.247706422018;0.0821917808219;2.2;0.46;0.5;0.03;0.74;4.0;4.27;7.0;0.92;0.91;0.9;6.79;4.09;30;63.0;5.38;0.37;3.11;3.87;3.9;0.37;0.37
BennyCarter_LongAgoAndFarAway-2_FINAL.sv;chorus;1;3.8;3.4;3.85;0.09;0.02;0.02;0.02;0.03;0.07;0.0;0.01;0.19;0.14;0.07;0.16;0.05;0.14;0.86;3.83;5.5;3.92;6.07;2.11;0.0;0.0;0.72;0.55;0.53;0.0;0.21;0.0;0.06;0.55;0.01;0.46;0.0;4.71;2.04;3.17;1.0;1.14;4.91;0.02;0.07;0.23;0.02;0.0;0.17;0.26;0.15;0.07;0.76;0.93;0.88;0.16;6.65;5.16;Benny Carter;Long Ago and Far Away;Long Ago and Far Away-2;SWING;SWING;as;185.8;FUNCTIONAL;1952;6.25;4.25;0.11;3.3;-8;17;9;2.77;3.58;2.56;0.0;0.03;0.03;0.7;0.12;0.04;0.57;0.37;0.0;0.66;0.57;0.15;2.33;3.64;1.0;1.97;0.0;1.84;1.0;1.0;2.41;1.8;1.15;1.0;0.7;8.26;0.96;0.12955465587;0.139095981041;0.213414634146;0.0647773279352;2.23;0.47;0.51;0.02;0.71;4.3;4.12;3.0;0.93;0.93;0.91;9.56;4.08;24;67.0;5.07;0.42;3.82;4.09;4.57;0.43;0.43
BennyCarter_SweetLorraine_FINAL.sv;chorus;1;3.78;3.57;3.75;0.07;0.03;0.05;0.03;0.04;0.06;0.0;0.01;0.15;0.18;0.06;0.17;0.05;0.1;0.88;3.17;3.27;3.5;6.35;2.12;0.0;0.0;0.1;0.34;0.57;0.0;0.89;0.0;0.01;0.67;0.01;0.41;0.0;1.17;9.24;5.2;0.0;1.0;4.95;0.02;0.07;0.26;0.02;0.0;0.18;0.26;0.15;0.05;0.74;0.94;0.73;0.19;10.77;4.11;Benny Carter;Sweet Lorraine;Sweet Lorraine-1;SWING;SWING;as;91.5;FUNCTIONAL;1986;6.45;3.24;0.11;3.2;-7;19;12;2.65;3.51;2.66;0.0;0.05;0.04;0.41;0.03;0.03;0.71;0.2;0.01;0.53;0.67;0.52;4.05;1.81;1.0;2.57;1.0;1.56;1.0;1.13;1.86;2.14;1.0;0.0;0.95;32.55;0.96;0.460641399417;0.125713944726;0.239766081871;0.0116618075802;2.2;0.48;0.5;0.02;0.71;4.33;4.73;3.0;0.96;0.93;0.85;7.13;4.26;29;64.0;5.94;0.39;3.78;3.7;4.0;0.34;0.34
BennyCarter_SweetLorraine_FINAL.sv;chorus;2;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.26;0.0;0.0;0.0;-0.0;-0.0;0.5;0.0;0.5;1.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.94;0.73;0.19;4.73;1.85;Benny Carter;Sweet Lorraine;Sweet Lorraine-1;SWING;SWING;as;91.5;FUNCTIONAL;1986;0.0;0.0;0.0;0.0;-7;0;0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.18;3.0;0.08;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-0.0;4.33;4.73;3.0;0.0;0.28;0.74;2.0;1.0;7;53.5;3.5;0.0;0.0;0.0;0.0;1.15;1.15
BennyGoodman_Avalon_FINAL.sv;chorus;1;3.33;3.2;3.53;0.09;0.03;0.04;0.04;0.01;0.05;0.0;0.0;0.21;0.14;0.11;0.18;0.02;0.08;0.83;3.0;6.0;4.2;5.61;2.09;0.0;0.04;0.69;0.66;0.72;0.0;0.13;0.0;0.14;0.67;0.06;0.23;1.2;3.93;1.31;2.52;0.0;1.57;4.96;0.01;0.01;0.18;0.06;0.02;0.2;0.27;0.18;0.08;0.76;0.72;0.79;0.15;5.05;5.07;Benny Goodman;Avalon;Avalon-1;SWING;SWING;cl;241.0;FUNCTIONAL;1937;6.02;4.5;0.04;3.53;-16;27;16;2.75;3.47;2.73;0.01;0.04;0.08;0.65;0.22;0.07;0.39;0.49;0.0;0.75;0.63;0.04;1.41;4.25;1.0;1.55;0.0;1.86;1.08;1.22;2.47;1.4;1.62;1.0;0.71;28.11;0.97;0.320754716981;0.190958124353;0.224683544304;0.157232704403;2.51;0.44;0.5;0.06;0.79;4.07;4.44;3.0;0.89;0.92;0.89;6.45;3.73;24;76.0;4.34;0.45;3.0;4.14;4.29;0.49;0.49
BennyGoodman_Avalon_FINAL.sv;chorus;2;3.33;3.2;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-0.0;3.0;6.0;4.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0;0;0;0;0;0;0;0;0;0.0;0.72;0.79;0.15;2.14;2.09;Benny Goodman;Avalon;Avalon-1;SWING;SWING;cl;241.0;FUNCTIONAL;1937;6.02;4.5;0.04;3.53;-16;27;16;2.75;3.47;0.0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;1.41;4.25;1.0;1.55;0.0;1.86;1.08;1.22;2.47;1.4;1.62;1.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;4.07;4.44;3.0;0.89;-0.0;0.0;1.0;0.0;0;70.0;0.0;1.0;3.0;4.14;4.29;0.0;0.0
BennyGoodman_HandfulOfKeys_FINAL.sv;chorus;1;4.0;3.25;4.0;0.1;0.0;0.06;0.01;0.05;0.1;0.0;0.03;0.16;0.13;0.1;0.09;0.01;0.16;0.86;4.0;9.5;8.0;5.42;0.96;0.01;0.0;0.86;0.36;0.9;0.0;0.03;0.01;0.1;0.33;0.0;0.09;0.0;7.67;1.0;4.21;1.0;1.14;4.44;0.01;0.0;0.15;0.05;0.04;0.22;0.27;0.15;0.11;0.76;0.88;0.87;0.18;5.17;6.5;Benny Goodman;Handful of Keys;Handful of Keys-1;SWING;SWING;cl;303.1;FUNCTIONAL;1937;5.05;7.67;0.25;3.88;-14;24;14;2.89;3.39;1.89;0.03;0.03;0.04;0.78;0.15;0.03;0.16;0.78;0.0;0.49;0.5;0.0;1.63;6.89;1.0;3.95;0.0;7.75;1.0;1.0;3.59;0.0;1.5;1.0;0.62;35.01;0.91;0.1875;0.182278481013;0.164556962025;0.2;2.39;0.43;0.52;0.05;0.78;4.0;6.17;0.0;0.83;0.92;0.85;8.75;4.0;25;76.5;5.31;0.36;4.0;9.5;8.0;0.31;0.31
BennyGoodman_Nobody'sSweetheart_FINAL.sv;chorus;1;3.0;3.57;3.9;0.05;0.01;0.05;0.07;0.03;0.09;0.0;0.01;0.17;0.16;0.13;0.14;0.02;0.07;0.87;3.0;3.0;3.5;5.89;1.55;0.0;0.05;0.7;0.66;0.81;0.0;0.1;0.0;0.14;0.51;0.03;0.16;1.11;3.91;1.33;2.5;0.0;1.47;5.18;0.05;0.06;0.15;0.02;0.02;0.27;0.19;0.15;0.09;0.81;0.75;0.84;0.16;5.04;6.5;Benny Goodman;Nobody's Sweetheart;Nobody's Sweetheart-1;SWING;SWING;cl;311.3;FUNCTIONAL;1936;5.98;3.0;0.02;4.38;-14;32;18;3.54;3.67;2.76;0.02;0.02;0.07;0.64;0.24;0.06;0.21;0.71;0.0;0.58;0.62;0.03;1.46;3.68;1.0;2.59;0.0;4.31;1.0;1.0;2.18;1.2;1.39;1.0;0.73;31.61;0.95;0.34358974359;0.191693100714;0.260309278351;0.123076923077;2.18;0.44;0.54;0.02;0.71;3.38;4.32;0.0;0.83;0.89;0.89;6.18;3.77;25;75.0;4.5;0.57;3.25;3.29;3.79;0.46;0.46
